,GalaxyID,FASHIID,ra_h1,dec_h1,mass_ratio,d_p,logM,SFR,z_a,W50,S_bf,logMh1,z_h1
173,J124559+584704,20230039556,191.5064,58.7777,0.6060225995462718,25.22914641,10.23330402,0.38649559,0.0555360466241836,147.47,673.16,9.87,0.0554162999999999
174,J100337+541427,20230035928,150.9419,54.2219,32.037958168783454,142.1373033,10.58554173,-0.997175157,0.0450638383626937,40.28,477.6,9.56,0.0446987666666666
175,J111244+580648,20230057064,168.1879,58.0937,3.2512448329443853,183.6973516,9.367670059,-0.541575849,0.0320590808987617,199.78,765.25,9.5,0.0321144
176,J083343+431951,20230025017,128.4306,43.328,0.1788999449792702,189.8510268,8.911618233,0.439058781,0.0412815921008586,161.59,682.28,9.65,0.0412069
177,J091025+490140,20230030849,137.6005,49.0296,8.027143779811365,28.43489342,9.891051292,0.035675813,0.035682026296854,277.48,1303.95,9.83,0.0357021999999999
178,J100027+542707,20230036143,150.115,54.4562,9.12722153899498,150.0582038,9.228479385,-0.379826277,0.0252060703933239,196.63,703.83,9.27,0.0251478666666666
179,J125524+592001,20230039962,193.8873,59.3508,0.043973241404727345,124.7829436,9.43333149,-0.985714257,0.0434811376035213,172.39,1027.79,9.87,0.0434799333333333
180,J132616+584100,20230039486,201.6304,58.6694,22.96663318199925,43.17638697,10.17353916,-0.508478224,0.0231402404606342,97.71,680.91,9.17,0.0231728666666666
181,J132955+583018,20230039364,202.5022,58.4852,1.1419190286780896,64.83428247,10.70252037,-1.225357175,0.0632775872945785,342.54,2460.02,10.54,0.0630002333333333
182,J100721+553009,20230037223,151.8434,55.4957,1.225658185558538,16.07259003,9.402077675,-0.893034101,0.0327019467949867,185.91,954.02,9.61,0.0325868333333333
183,J101439+561010,20230056735,153.672,56.1608,0.9333204548003775,31.78691298,9.558959007,-0.04423504,0.0269603114575147,193.61,908.07,9.43,0.0269571
184,J085119+473232,20230029565,132.8993,47.5598,0.2267289083517098,118.9307854,9.095396996,-1.604323268,0.029209230095148,180.99,2101.63,9.87,0.0290897
185,J103559+574723,20230038857,159.0272,57.7861,0.1565291896823379,36.33194327,8.796865463,-0.254154265,0.0444626733660697,198.1,870.93,9.81,0.0442689
186,J115214+602041,20230040597,178.0534,60.3468,45.581206663479804,159.9020356,10.50367832,-0.116249964,0.0341579280793666,267.45,1283.71,9.77,0.0341699666666666
187,J134430+585125,20230039619,206.1353,58.8458,0.16906476181958088,196.7656143,9.686185837,-0.245307893,0.0406616516411304,97.87,2077.86,10.11,0.0406271666666666
188,J125423+604429,20230040779,193.6119,60.7499,1.983137322490267,70.78709224,10.03787708,0.411628038,0.0584390796720981,180.89,977.1,10.08,0.0583825999999999
189,J164240+401008,20230020179,250.6665,40.1647,2.157207244004034,108.7561753,10.5513382,-0.876285732,0.0324540250003337,436.94,1116.06,9.6,0.0324011666666666
190,J170424+332233,20230010301,256.0873,33.3767,26.993378723972715,160.0113544,10.65981102,-1.194520593,0.0296443216502666,199.14,718.12,9.29,0.0296147333333333
191,J154246+531905,20230034868,235.6983,53.3212,0.2890670131288587,186.6012562,8.801984787,0.280142874,0.0414497330784797,84.65,2143.34,10.13,0.0411266666666666
192,J162251+454431,20230027614,245.7013,45.7359,13.262440362118976,161.6932738,9.881453514,-0.441505641,0.0245436206459999,191.69,1515.29,9.51,0.0245941666666666
193,J171140+323354,20230009092,257.9137,32.5654,0.8814875443827607,129.6742191,10.07467556,0.214922071,0.0365261621773242,234.99,2089.49,10.01,0.0365750666666666
194,J161721+425323,20230024456,244.3241,42.8901,2.3901839455976224,115.2727537,10.15761662,0.127597407,0.0591227114200592,174.46,665.64,9.92,0.0589867666666666
195,J144043+565343,20230063596,220.1931,56.8818,19.217974642047356,57.75164357,10.46206474,0.237534314,0.0406716652214527,258.53,1388.58,9.94,0.0406676
196,J150621+550842,20230036874,226.5783,55.1379,2.257963155444154,175.3685767,8.442619324,-1.682786822,0.0110279778018593,61.59,1131.1,8.83,0.0109747333333333
197,J151631+542731,20230036142,229.1174,54.4546,0.22148608673536777,66.54556274,9.73782444,0.143455565,0.0403399914503097,168.76,1018.53,9.79,0.0402901333333333
198,J161458+453232,20230027390,243.7262,45.5693,0.26150011367943166,83.71128792,9.809829712,-0.130188704,0.0656485483050346,172.28,952.82,10.17,0.0655194333333333
199,J153355+525029,20230034282,233.5487,52.8195,2.6163222825445325,159.9445916,11.00525475,-0.340535581,0.0728956684470176,214.55,476.56,9.96,0.0733171
200,J154506+514707,20230033245,236.239,51.8048,39.696917890302835,100.9481113,10.62298107,0.579467833,0.0348392985761165,144.0,777.13,9.56,0.0354273
201,J155702+494959,20230031582,239.3052,49.8237,0.09139676561071737,69.82177533,9.696656227,-0.340812594,0.0426673553884029,179.33,2486.07,10.22,0.0421651
202,J145622+545407,20230036638,224.0968,54.8824,0.2490726663784602,143.7908368,10.07272339,0.169073731,0.0758095905184745,263.26,559.11,10.05,0.0756992
203,J120840+622254,20230041284,182.1691,62.3732,0.05793129368540572,85.02738917,7.873896122,-1.31728971,0.00960283447057,108.4,3504.38,9.24,0.0096489
204,J143635+574749,20230038885,219.1485,57.8003,2.2662039385808623,46.5582182,10.46747875,0.450000286,0.0401487275958061,275.55,2634.47,10.21,0.0402933666666666
205,J123223+624319,20230063989,188.1035,62.7092,1.447373560476595,124.6515874,9.386419296,0.185638532,0.0345998592674732,58.74,1067.32,9.69,0.0346156
206,J120520+630924,20230064079,181.316,63.1454,7.959085516318794,120.4908498,8.874394417,-0.595886767,0.0098805455490946,128.07,6061.72,9.49,0.0098928666666666
207,J162452+410810,20230021810,246.2126,41.123,0.05049739885735299,142.8647355,9.425858498,-0.531129301,0.0331814065575599,208.58,551.26,9.34,0.0331229666666666
208,J163337+391555,20230051183,248.4102,39.2878,0.7179266086994062,101.3935133,10.38929176,0.000662254,0.059692159295082,162.16,721.8,9.97,0.059823
209,J170704+300219,20230060522,256.762,30.0206,0.3817981678530719,164.3708103,8.879583359,-0.474691272,0.0369916670024395,134.41,667.48,9.53,0.0369125666666666
210,J163215+405130,20230055200,248.0677,40.8562,0.24495738548300944,112.4443837,9.059203148,-0.817768395,0.0294313319027423,109.73,587.38,9.21,0.0293911666666666
211,J163727+393250,20230019167,249.3699,39.5465,1.8543280549728065,126.8433385,9.476687431,-0.183828279,0.0314346030354499,212.05,999.33,9.51,0.0314634
212,J170039+324534,20230009289,255.1687,32.7152,1.4317229744012092,79.29145913,9.993388176,-1.638888717,0.0366110578179359,128.1,695.19,9.55,0.0371065
213,J164115+391724,20230018619,250.3101,39.2876,2.2568230301249512,83.42282083,9.692584991,-0.114168897,0.0305422972887754,132.24,3984.66,10.07,0.0304908666666666
214,J164324+392059,20230018720,250.857,39.3317,0.4515561099099883,29.67013014,8.830501556,-0.084361985,0.0307513289153575,186.99,3401.14,10.01,0.0306278666666666
215,J150412+542854,20230056623,226.0404,54.4624,0.2853911634815344,158.6551961,9.06406498,-0.405579001,0.0388341806828975,149.09,378.69,9.33,0.0388120666666666
216,J152747+513853,20230033118,231.9815,51.6828,0.0539628356507759,110.2280796,9.707140923,0.122019216,0.0519387610256671,170.28,1393.35,10.13,0.0514373666666666
217,J150056+551610,20230036994,225.2471,55.2518,0.662970350149579,32.15525443,9.828235626,0.917507589,0.0821224451065063,185.02,974.38,10.37,0.0822608333333333
218,J151444+542654,20230036122,228.6677,54.4356,0.1624190975169514,167.0697555,8.845558167,-0.551986456,0.0387043766677379,167.41,693.77,9.59,0.0386164
219,J113921+623432,20230063973,174.9113,62.6,0.9688480065085505,72.43787729,10.47063065,0.235903695,0.032955814152956,387.09,9302.99,10.59,0.0328154666666666
220,J133402+614340,20230063905,203.5015,61.7234,0.5519593823586949,61.55139763,10.28322506,0.423342019,0.0311800893396139,249.75,1366.31,9.7,0.0311616333333333
221,J161333+455938,20230027990,243.3867,45.9979,3.246393588682768,84.16581732,10.18256187,0.471477836,0.0503393486142158,166.83,1517.04,10.15,0.0502799666666666
222,J152056+544029,20230036390,230.2465,54.677,7.592110247564241,59.22141823,10.76750278,-1.235616446,0.0455788522958755,128.97,480.56,9.57,0.0454127
223,J162512+412119,20230022114,246.306,41.3525,0.5377900403415008,73.89146907,9.152620316,-0.548941493,0.0295770801603794,170.56,550.06,9.19,0.0296016333333333
224,J163647+392048,20230018746,249.1931,39.3416,9.036858768235033,89.70402997,9.512701035,-0.4426516,0.0294681806117296,218.47,1071.34,9.47,0.0295001999999999
225,J132800-015059,20230003807,202.005,-1.8355,0.200295864257008,39.14881009,8.953119278,-0.42537123,0.0346900932490825,183.12,1303.88,9.8,0.0346127333333333
226,J133854-014640,20230003882,204.7219,-1.7768,0.7228749046058416,98.40239013,9.271243095,-0.535198331,0.0222879238426685,55.94,1617.47,9.45,0.0222495333333333
227,J142520-030102,20230053038,216.3831,-3.0252,0.20787143015094717,89.21041672,9.408236504,-0.38970229,0.0310778487473726,148.43,3140.02,10.09,0.0312754333333333
228,J135432-025100,20230003007,208.633,-2.8477,2.346046047137042,29.64957686,8.957874298,-0.218826294,0.0370951183140277,97.66,1411.68,9.88,0.0371499
229,J153848-021315,20230003485,234.6794,-2.2004,9.35855032321458,58.69364593,11.06222916,-0.778625786,0.0633584335446357,146.84,831.01,10.06,0.0627912
230,J133114-022606,20230003315,202.806,-2.4315,0.8878009798241714,80.61831466,8.13203907,-0.848353803,0.0105207404121756,92.72,1171.59,8.75,0.0105176333333333
231,J133201-023109,20230003274,203.0024,-2.5165,0.192054029693741,107.8581562,8.813179016,-0.8162449,0.0222175195813179,193.18,663.17,9.07,0.0222910333333333
232,J135012-022611,20230003319,207.5478,-2.4288,0.37262164777116086,34.54707801,8.986818314,-0.498184353,0.023830683901906,431.84,4313.04,9.97,0.0242249333333333
233,J140243-022004,20230003377,210.6815,-2.3313,1.1170235362086758,50.13762925,8.908240318,-0.631445825,0.0243579149246215,275.37,2069.8,9.63,0.024485
234,J141314-021254,20230003459,213.3305,-2.228,0.28915145233698825,66.8186718,9.883871078,-0.310900241,0.0486664213240146,180.22,1411.39,10.1,0.0486667
235,J143514-020500,20230050650,218.7909,-2.0665,1.4119501828968102,83.0250954,9.605815887,0.261811078,0.0504523068666458,212.3,1885.0,10.24,0.0506702666666666
236,J153743-014509,20230003892,234.4275,-1.7505,4.801663439385241,180.1535196,9.676214218,-0.611185908,0.0117091834545135,251.6,1743.92,8.99,0.0117296333333333
237,J133131-020106,20230003669,202.8758,-2.018,0.1362137890998336,65.61921816,9.494630814,-0.409342617,0.0355303101241588,325.74,2029.13,10.01,0.0355588333333333
238,J134954-020046,20230003674,207.4778,-2.0126,0.335016637206715,9.578115933,8.13425827,-0.763333261,0.0233147162944078,99.26,1435.86,9.43,0.0231265333333333
239,J144728-013802,20230003979,221.8714,-1.6375,0.9327262942052557,49.94457795,10.64899445,0.535714447,0.0426450259983539,363.23,3707.49,10.42,0.0428425666666666
240,J150749-012854,20230050652,226.9428,-1.4898,36.10026359285793,27.39215581,10.92206001,0.783858418,0.0546362213790416,251.12,3322.19,10.55,0.0546559999999999
241,J152255-012123,20230053134,230.7495,-1.3202,0.972383990656972,35.34294182,10.60871983,-1.130891562,0.0274690594524145,375.77,2263.38,9.78,0.0280515333333333
242,J141615-012752,20230004127,214.0628,-1.4463,0.5245577634901396,84.13795839,8.335848808,0.188933045,0.0363587029278278,137.49,1857.67,9.99,0.0365886666666666
243,J163926+403609,20230020889,249.8531,40.602,0.8003804480333868,157.5605078,9.64760685,-0.03795315,0.0347272902727127,230.36,1057.86,9.68,0.0347779666666666
244,J170303+333235,20230010490,255.8076,33.5521,0.5219666914357909,93.23053947,10.64740658,0.555645347,0.0624062977731227,79.18,306.1,9.65,0.0639895666666666
245,J171213+301004,20230060653,258.0525,30.1673,12.121627753318133,165.7800525,10.62767601,0.260894984,0.0305291768163442,279.16,4094.26,10.08,0.0305449333333333
246,J163539+422740,20230023716,248.9229,42.4543,3.5409511875806903,100.4910598,10.57047462,-1.02550602,0.0317853167653083,195.13,2574.05,9.95,0.0318320333333333
247,J165510+365422,20230042261,253.8017,36.913,81.37213857136204,54.51251078,10.52134323,-1.519469023,0.0235479343682527,373.18,1072.48,9.31,0.0235614666666666
248,J171853+301136,20230060670,259.7123,30.1837,2.826500860416814,20.98708721,9.105415344,0.669001579,0.0148226106539368,180.07,2769.68,9.35,0.0148754999999999
249,J170250+364224,20230014421,255.7096,36.6664,0.1564807323491193,63.82092028,10.02235222,0.481445879,0.0327967405319213,422.07,3260.93,10.11,0.0332483666666666
250,J164455+424814,20230024302,251.2132,42.7871,0.1538871859431713,60.97787679,9.214046478,-0.076767489,0.0592248067259788,211.69,482.1,9.79,0.0592706
251,J150434-023513,20230003173,226.1428,-2.585,42.84205249300492,181.7314683,8.066633224,-1.95606935,0.0054210019297897,111.76,3671.99,8.55,0.0054117
252,J151038-022922,20230003273,227.6627,-2.4889,0.5513234193293413,39.88083514,9.401545525,-0.467948586,0.0369132794439792,200.6,1687.77,9.95,0.0371194333333333
253,J023832-005202,20230053190,39.6335,-0.863,0.3889419273879598,147.0681068,9.696566582,-0.301642925,0.0392336137592792,184.4,1190.0,9.83,0.0392025
254,J031749-003316,20230051728,49.4992,-0.5382,0.41923036865458146,60.41684264,9.939107895,-0.132684857,0.0210166946053504,285.08,1968.62,9.46,0.0209878666666666
255,J032249-003644,20230004689,50.7009,-0.6215,0.31053887475857733,17.7364213,9.838973045,0.137218088,0.0353122055530548,211.17,961.24,9.67,0.0353086666666666
256,J034226-003458,20230004723,55.5876,-0.5764,5.289973786823451,50.33255493,10.8577795,0.647714376,0.0522619001567363,83.73,690.09,9.83,0.0524817
257,J023825-001118,20230053179,39.6124,-0.1824,7.383597549497223,38.61764956,10.01766396,-0.15058285,0.026676669716835,254.97,1570.96,9.59,0.0266373
258,J030329-001138,20230004956,45.8621,-0.1802,0.03095278770223558,125.5128682,8.807752609,-0.726293027,0.0278654471039772,144.81,360.27,8.97,0.0278206333333333
259,J030436-000214,20230005009,46.1504,-0.0377,61.7411944325809,58.41693401,10.68102169,-0.337219596,0.0230483058840036,405.65,2852.02,9.7,0.0230018333333333
260,J025216+001741,20230005084,43.0646,0.3028,1.1096342264502268,125.1343554,7.234208584,-1.865506172,0.0052576279267668,42.16,674.35,7.84,0.0052539333333333
261,J085103+401909,20230020371,132.7596,40.3156,0.37417792217101664,150.1537554,9.694201469,-0.131850138,0.0242400337010622,183.15,609.8,9.18,0.0243000333333333
262,J084731+401113,20230020202,131.8818,40.1814,0.04748303519508052,185.5958105,9.675823212,-0.093147084,0.0554282180964946,7.5,76.71,8.92,0.0554174
263,J085356+411901,20230022090,133.4783,41.328,0.1101154297344262,62.92040486,9.733613968,-0.136728436,0.0545121058821678,291.79,1584.17,10.22,0.0543872333333333
264,J082541+365538,20230014903,126.4254,36.9271,0.15916796289069424,41.57145354,9.599495888,0.116165377,0.0385344997048378,134.64,1397.68,9.91,0.0386634999999999
265,J084329+395806,20230051191,130.8441,39.9654,3.7575059762711454,80.50206898,10.95905972,-0.536184013,0.056921113282442,38.3,140.0,9.2,0.0562044666666666
266,J080313+330756,20230009900,120.7964,33.1234,25.154776385565167,121.0279129,9.828237534,-1.791520476,0.0175908282399177,305.75,5292.93,9.83,0.0176198666666666
267,J080628+340912,20230011258,121.6169,34.1531,0.39407350804512814,199.6288792,8.55580616,-1.14467442,0.0231659170240163,68.22,309.31,8.83,0.0231794333333333
268,J102158+530110,20230034507,155.5483,53.0116,10.859539766636102,101.8105265,11.20388317,-0.505555511,0.0625371113419532,64.48,1040.45,10.16,0.0623181
269,J111313+553321,20230037259,168.2993,55.5459,13.828914069427741,187.6560894,11.04660511,-0.08396931,0.049276478588581,175.43,3217.08,10.47,0.0492818333333333
270,J101937+534202,20230035328,154.9684,53.695,1.9620725910973202,102.9157316,10.15021324,-0.354779333,0.0472350157797336,164.39,2206.68,10.28,0.0476054
271,J090706+423542,20230023989,136.7753,42.5927,3.3850779198545045,65.94019027,10.238204,0.408984512,0.0415657348930835,157.39,3861.81,10.41,0.0415044
272,J094141+465929,20230029028,145.4413,46.9748,0.028700947614454193,28.26349153,8.471713066,-0.91538465,0.0253730341792106,214.86,3475.18,9.98,0.0255780666666666
273,J100836+492638,20230031250,152.1466,49.449,2.508048098548804,160.5935553,9.805858612,0.02100008,0.0509577989578247,124.68,1270.08,10.07,0.0509161333333333
274,J091835+443548,20230026433,139.6468,44.5958,2.28729191048398,182.8268291,8.418820381,-1.118483305,0.0142129650339484,98.01,3329.36,9.46,0.0141999333333333
275,J094422+480130,20230029940,146.0976,48.0174,0.24067956007653998,84.42698066,8.265892029,-0.18432422,0.0342887565493583,135.07,924.93,9.65,0.0342148
276,J091005+443705,20230026448,137.5257,44.6111,36.040699712239736,123.5048915,10.91261387,0.319958925,0.0342323146760463,389.05,1209.74,9.77,0.0341981333333333
277,J095358+493759,20230051475,148.4829,49.6384,0.4301059385723242,10.33852707,9.358501434,0.235947788,0.0541817806661129,237.11,1058.46,10.04,0.0539749
278,J092217+442952,20230026365,140.5957,44.5125,0.668100046529611,175.6413124,9.845554352,-0.221604824,0.0493315123021602,65.16,334.62,9.48,0.0490605666666666
279,J091251+434006,20230025384,138.2007,43.6581,0.4430375227039779,131.9334369,10.08361912,0.216970578,0.060374841094017,145.49,1329.71,10.23,0.0601897
280,J083445+382031,20230017232,128.67,38.3596,0.9334393177149913,53.28553889,10.24176025,0.745741367,0.0401926338672637,209.62,3194.82,10.31,0.0408156666666666
281,J075943+312712,20230007473,119.935,31.4883,0.3256346403220079,70.45307338,9.334103584,-0.372006476,0.0440900698304176,403.98,2664.72,10.3,0.0445754333333333
282,J080425+323122,20230050150,121.1241,32.4851,2.164457586296434,178.6538042,10.59408569,1.125409842,0.0784602984786033,184.01,741.54,10.2,0.0780175333333333
283,J081009+335245,20230010938,122.5489,33.8789,0.09601137558290333,66.08486995,9.788266182,-0.04732389,0.0438906885683536,45.18,219.33,9.2,0.0436723333333333
284,J084101+395458,20230019773,130.3006,39.8971,0.7727001205501606,161.7824457,10.01228714,0.105505206,0.0568858943879604,150.71,689.48,9.9,0.0569134
285,J084918+414554,20230022585,132.3414,41.7695,0.07922754358012798,32.14963385,9.264062881,-0.417810023,0.0286307260394096,327.52,2754.34,9.99,0.0287356999999999
286,J094833+472203,20230029372,147.1405,47.3657,0.6145335671889643,53.8491843,10.48022652,-0.568055332,0.0325504206120967,155.46,1266.84,9.75,0.0325779666666666
